P0,P1,P2,P3,P4,P5,P6,P7,P8,P9
numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric
-0.9857892843767637,0.26358664856592656,-0.2250014129939424,0.011454185088637062,0.015112762352986253,-0.06820561579601231,0.18341836252063112,0.04940667281887295,-0.07227539929833252,-0.0031733810251994843
-0.9060938003574638,0.4754115753234665,0.11089354166306029,-0.3020203456089043,-0.1946531483146729,-0.08444302620551186,0.01995673610705824,-0.03383276158339018,-0.09009711441686696,-0.010005851104902097
-1.0663667916360595,0.2812336226166957,-0.3758655134044802,-0.22028444678329778,0.048341613160404306,-0.09003861042292913,0.08996138172294811,-0.004490262727521746,-0.048347917305560886,0.023068536228891046
-1.010509344548541,0.22495697834300785,-0.2590968545620277,-0.01313014258120447,0.08361803584241351,-0.1016910026231796,0.09932938385199111,0.036028288940901064,-0.014377100723525015,0.0018911692057634877
-0.9908849559866347,0.24223133914716502,-0.25954934197866847,-0.04010894339864074,-0.019873120736970395,-0.01892740379573929,0.1748069858918686,0.03968314775722057,-0.06487923591536573,-0.004206996394614804
-1.0031660728478407,0.25572495201702833,-0.272493862226334,-0.02232850588429844,0.0016325128031969838,-0.02024761299976316,0.06299537531905369,-0.025136757593885443,-0.045393261752705374,-0.01249849554251653
-1.064484721020108,0.3180809864034201,-0.3344952482323579,-0.11730203751594603,0.006011792170665331,-0.05551765154419222,-0.004118472321227362,-0.04410817372901717,-0.0598781822727608,0.0011628451751749536
-1.1225728455895825,0.3486518771970054,-0.3545478591952584,-0.09394627968625334,-0.05567608551577896,-0.014733031077963588,-0.06466815995424197,-0.019537832893660873,-0.040755430176924526,0.0007103407231190961
-1.1266066561826436,0.3815885225521664,-0.3775503705548956,-0.09729397976068362,-0.057744300496886614,-0.017197748583738404,-0.0610033934030102,-0.0354673560494114,-0.04060269172023656,0.007338504856205019
-0.9874245077341619,0.5930003330720857,0.22623044371999085,-0.25611096896098745,-0.21454544334779463,-0.15676009379161462,0.0198203009704283,0.025361836266588444,-0.06526167610811628,-0.008334260665203985
-0.9523147594027492,0.4066795116728654,-0.03748678061900972,-0.2189580663032567,-0.17601784341188498,-0.020830349432072848,0.040198007201793354,-0.006713353507975708,-0.07663224482156143,-0.006978520248639208
-0.8698749919030967,0.4767161584212145,0.20951875336939507,-0.39300280859331505,-0.1995603976253102,-0.1582784591652204,-0.04359059335748129,-0.009024905977547293,-0.05928432835393919,-0.004281657670935135
-1.0365969100989587,0.2257605243387943,-0.2723848389368121,-0.07858705427768992,0.12340130307861108,-0.14059721114689147,0.026910087833587032,0.024760932846063247,0.03850478548369485,0.007842517843289765
-0.9863012725577041,0.1517246938701744,-0.2106171529563185,-0.003238933621321674,0.10087432597693402,-0.09663269330019886,0.06014974870266983,0.056434778949982466,0.055093481400642734,-0.005554314969266005
-1.1023890565194958,0.34258916360756086,-0.3587058720042136,-0.08366035042555806,0.0018423939922935229,-0.048302855434948055,-0.05531629481478041,-0.05601618748346203,-0.06402431952138501,0.007596327260709357
-1.1422214843670515,0.39904134649402356,-0.3872591010027618,-0.11569917391280271,-0.09936538672951056,0.011482684251150732,-0.05349694844894273,-0.0377143138070064,-0.06671922525635231,0.017915988365252877
-1.131774121189438,0.39348276838316465,-0.3262910796459445,0.021327000649001546,-0.07997150006400172,0.020037653762651375,-0.11006634493031667,-0.0382518345745589,-0.032970485833715646,0.017568245527763426
-1.0179500392892127,0.7148867047263456,0.3419427932217294,-0.20914283342118056,-0.23779112758191634,-0.2002357662699173,0.014321416220464844,0.0170087407275184,-0.07495189628070954,-0.017063059559192573
-0.8763384239344705,0.5304727831907677,0.32705897312140403,-0.35964308088173114,-0.2356704967671765,-0.1967983752041806,-0.0781934053846268,0.022321238728677917,-0.04009169464496887,-0.012071025050732764
-0.8892938290076323,0.07505166256591625,-0.19414769687151434,-0.009689643467697108,0.14439841763688022,-0.13062897227390824,0.10436965281445246,0.018751998596364422,-0.00784371612358987,-0.025486966937240896
-0.9101856063514864,0.05863569497027024,-0.202973609301221,-0.04934375061622177,0.16451323698398107,-0.14751157557646566,0.08353281654298793,0.01746883874107224,-0.010203843347966916,-0.014302724648932508
-0.8998866528114571,0.034625643910960124,-0.19721362719964222,-0.06621437403854476,0.18323546432746124,-0.15047215797468189,0.0739201914552726,0.008012450263177269,0.00724293497188238,-0.0102309815938883
-0.9916957106752693,0.15182266021376284,-0.2822335506324204,-0.058383459007637285,0.26551586208496875,-0.22865132198300536,-0.07414796898974671,-0.02171736497953239,0.10335815820716229,0.007653010882389066
-0.9799442192490135,0.19107790185032303,-0.30178313105214477,-0.06519206447571758,0.263254122406999,-0.19952606561231967,-0.03251202541608597,-0.07395236236907288,0.05014038463565285,0.006580071882174188
-1.1304704155948335,0.3810031950879251,-0.2601993742320251,0.10386616661879022,-0.17021819035486702,0.09637318436629816,-0.09988844559292347,0.00842788750668566,-0.02019380777520094,0.016180062771502635
-1.057328047316418,0.645672882303829,0.24516647076949327,-0.14147865919388336,-0.21784033006656134,-0.178063163865732,-0.01806578178622261,0.047563708877920524,-0.03463585632111765,-0.01670579304189007
-0.9159271976487191,0.4658635946405658,0.3093995061547326,-0.2209763799316388,-0.25672612792950017,-0.1253779624093479,-0.054300289155977184,0.06678270738238284,-0.00796702720235927,-0.01845633941530117
-0.9283487904202296,0.0921539203684916,-0.2227891439997296,-0.058130918021048104,0.12583775693116725,-0.14935126465472862,0.09564754253526991,0.06983606308363098,0.026624063189265024,-0.015709824659339067
-0.8894847598645352,0.039700818977826485,-0.194310850646497,-0.05135013627350913,0.1825256394497266,-0.13681443087141582,0.08293117653037287,-0.02693744331885671,-0.04100782137387794,-0.011610671848219178
-0.8867159909712938,0.02998067372293678,-0.2000536770558915,-0.08033330440559261,0.18119731818899648,-0.1406202553138979,0.07190953676537738,-0.004501940886017179,0.01779659697062333,-0.004820085388245188
-0.8674341645112427,0.0021018674977408836,-0.2028433483834015,-0.07267498518634458,0.28513408866956547,-0.20501625738274543,0.009800848365015158,-0.04111560476082498,0.05493811920168904,0.013225313185895649
-0.9865644134176099,0.1394819340838792,-0.3018320530990354,-0.10245603488993653,0.2774613646280588,-0.25925548281584543,-0.052553631379140736,-0.008685463526963082,0.08898669540617575,0.019770294003292554
-1.0768726972080702,0.3444316151307364,-0.2361280925723489,0.13495946742053438,-0.13710823786740256,0.09265606786507288,-0.11359265537731061,-0.033139302753896704,0.005932203672733423,0.026310514237344707
-1.0738563836976476,0.30085968350921083,-0.17364492508296414,0.1866828022302438,-0.1855105447598568,0.13210685960636895,-0.11098863998537492,0.019732996391719992,0.019640215998054565,0.02296806809669033
-1.1011341283615113,0.4852126257560624,0.007439932102381738,-0.012302376470883655,-0.1658713720191039,-0.07932171227592968,-0.07182263233094216,0.07624363555745178,0.040614848605974946,0.009739480804633993
-0.9547534340151873,0.4613474711775488,0.35422485135005405,-0.15688794341527612,-0.32424315482953375,-0.08088074158598804,-0.11024491306973783,0.10253812699138809,0.05489431179009854,-0.01516858520468456
-0.9626169812421937,0.1122312199780537,-0.17209090164506485,-0.0859555061643411,-0.29491633318335914,0.21248343785279836,-0.13409649597812373,0.09325290368987507,0.0887131109574901,-0.015306107692396542
-0.8725969501797434,0.19754715267421047,0.003652067332374033,-0.1847372565075958,-0.27176058201867176,0.1798736385667325,-0.14349485745998403,0.0293354194313662,0.058766476811055846,-0.026297253760071637
-0.8504111783616114,-0.0014770508674228355,-0.11163869548919961,0.020987039635999738,0.042933520729644126,-0.05726411741982165,0.1436407864896388,0.12789349007383083,0.023588766178056213,-0.03985407780176353
-0.6955764478730739,-0.06198006661900589,-0.059823682259321456,0.10244439834746105,0.19868465044456823,-0.022930305349180072,0.17544199953547873,-0.15384945246821108,-0.059148126097299046,-0.06214881322528143
-0.9946211719946569,0.19141491328238253,-0.08087086754739814,0.2655598020738269,-0.13317869381854008,0.14430686348398858,-0.10789105612645197,-0.023731557173362533,0.0015088015047329054,0.010743997787043769
-1.0056699313990372,0.21835960093511328,-0.11805917655463632,0.18500002302377772,-0.20542938932176522,0.17238863598625295,-0.056824561305437976,0.022460723221994744,0.02043402623321571,0.015153308233528617
-0.9449096523917757,0.1751845934743841,-0.099120737557129,0.20106582137848225,-0.13910729603286653,0.16090140214477672,-0.07263140242263325,-0.04261875274377977,0.017607596426787588,0.023117745060796446
-0.9806203877666395,0.35358147104179866,0.14817395688876248,0.11160240013236081,-0.1899074842984343,0.012129591362569303,-0.07706127945343391,0.045134920835041364,0.06049391311562725,0.01418818227386015
-0.7529786939952955,0.3212532747448522,0.0703246308661521,-0.14495479097536132,-0.2264127600024191,0.36582190134877113,-0.15663350385810781,-0.08251631395647144,0.004691321060464451,-0.06193451099906522
-0.79729416182361,-0.15236121232337133,0.05466001850066875,0.2455750796823767,0.10934565954307204,-0.10044314758415683,0.0599976905920105,0.18334779918447697,0.07855654961176686,-0.059664472570521765
-0.7910234754434862,-0.11314047252582407,0.007705673387401815,0.20359109319138352,0.14018389757166644,-0.1044991182922834,0.06155577568592306,0.11639845440602176,0.042536333066458064,-0.0565334328722254
-0.7376892650876479,-0.03345082118009943,-0.0853827876005957,0.09383087814005392,0.14411958729298466,-0.06129410149455146,0.12985170082818853,-0.01104844126258614,-0.0015006103568323548,-0.06095222808438344
-0.9105363707522001,0.16254348122294776,-0.08371849748343248,0.2379365713112449,-0.08980844563814339,0.15155081016389182,-0.08282626292857154,-0.08568235804598251,0.028901015948533115,0.025153224572593835
-0.8530046517922705,0.11778381960025976,-0.056257662703683334,0.28102752426424416,0.0020094810223710846,0.11638194482469591,-0.11698085996926867,-0.1314212040580997,0.07035616837290086,0.04233401868243308
-0.8335014384090385,0.105633739904517,-0.007886391748767471,0.3818468785861536,0.025568882166191353,0.11693887874264197,-0.12185587924874731,-0.14161101275450017,0.08754234383400444,0.022833319567745702
-0.8586770313659013,0.19159232540298354,0.08393723999400196,0.32553239300769343,-0.058820349125033394,0.09641072447286997,-0.11422749223168567,-0.09489545297357282,0.08732167513501606,0.02901745223609481
-0.8875325922885184,0.3248678662166318,0.17957831589588275,0.1902160761448437,-0.09286905195046541,0.010813653894187703,-0.11028956621913509,-0.0817797133881498,0.05982820170885818,0.016869942976170893
-0.7037382629255515,0.3598952371838873,0.09334090530231036,-0.1991320680615971,-0.15219709114450955,0.35658151530313353,-0.1576347238358185,-0.053776852918732694,0.001953864883953424,-0.05391314255524979
-0.7602330056152645,-0.20502840852455276,0.0569998732467524,0.1654171887309734,0.07133509006112118,-0.0543433525131467,0.06881178906581568,0.1558664542715672,0.05157599038925203,-0.04529161759376377
-0.8471273626890137,0.1333825509726247,-0.03701089622627503,0.36400273341790923,0.04633864870507057,0.09759293519408527,-0.1364698828242268,-0.15414062308491505,0.08444321585391118,0.0323608647206598
-0.8024813250502695,0.028666025960522257,0.08104779155147121,0.4450076272600568,-0.04025246200691096,0.17155587832383948,-0.08623516596322456,-0.090233421817796,0.10793656829534766,0.014895368625479577
-0.5711736954648867,0.22112218244345314,0.15980630319691602,-0.13876136894490076,-0.1634059749621094,0.4350970223841723,-0.08601724718253219,-0.15346265857118768,-0.03086796748609301,-0.06343854264193638
-0.6483874308396603,-0.3286267349108457,0.11485312628291794,0.22508884565740456,0.23673612934690308,-0.1147955271727534,-0.05579711053082759,0.050138600696380986,0.0975803811805322,-0.03101943951074837
-0.6125648174862333,-0.32942525776871834,0.12445822708598786,0.2470218856670704,0.26243537066660994,-0.09029101593645285,-0.03044946464170528,-0.0319435560881389,0.04262367947579665,-0.042608647489387086
-0.5613794687605682,0.10159840954700093,0.17772204799242552,-0.00783118420308573,-0.1522664088338411,0.30233469332975427,-0.040930938363704816,-0.16090816463142746,0.012134951154435938,-0.03869073485379629
-0.5482196791698251,-0.45248238562248544,0.2056785890843764,0.23651046310599866,0.21671362808197753,-0.02039591193206327,-0.0130761099392534,-0.03368829300775804,0.0068646252544183745,-0.023576170218731818
-0.5782892814156088,-0.4284230687406391,0.16589339145536175,0.22693258781402567,0.27960249805824144,-0.10532377912501766,-0.08522103401627246,0.004001533148158792,0.09436948024967094,-0.026951898554454123
-0.5847331981008035,-0.3710208642222049,0.1332592802923109,0.23957319268042138,0.30030379912478095,-0.11833724633234444,-0.07390664041290375,-0.026691713625017086,0.09183390310357259,-0.03223723175440024
-0.5480271040731234,0.0764368254884698,0.25030590028202293,0.00485625246657817,-0.12228998227587046,0.17934116798069918,-0.06617960020996502,-0.1592080373180019,0.05591542235871701,-0.03193869247635436
-0.6128882296139371,-0.1587447601428435,-0.01721189417503516,-0.023339196316863726,-0.08153207486912052,0.1829802248638188,0.006829932924376336,0.04070342777939056,0.04769475690292719,0.030452473030800564
-0.4663600457147458,-0.1604208868107276,0.1283609984061072,-0.13563876296447747,-0.004482066228253256,0.0867840469662375,0.07873061672777572,-0.04310040219293912,-0.02013834230599005,0.04394910252946754
-0.5184478738308786,-0.41128123818466233,0.2101000117431844,0.2811741864216798,0.11476366288319882,0.02104088111928313,0.08548570496177633,0.020995369436731,-0.06620116853185143,0.00979575093761978
-0.5538119172841349,-0.40097697578733305,0.2135673213436222,0.3164684271348903,0.15538580628475307,-0.01306923734275546,0.04025152119529779,0.02417194149846874,-0.04399705205255683,0.004002812077101792
-0.5525726115801008,-0.404639065420446,0.1991471970338608,0.284739643291714,0.16315319950361024,-0.016917041718727696,0.02059472718137509,0.013914095781088542,-0.02384151525288289,-0.002568803520584695
-0.5492632314854557,-0.40967205802000817,0.18610916537838101,0.2261916075699525,0.13779495232607597,0.011432668197369364,0.044036744751543816,0.004878902310792715,-0.019747396788995175,-0.009797510383544206
-0.5200637305768739,-0.4788910696646511,0.22779134373885782,0.2540784461138351,0.22687635803613498,-0.0025764017416319424,-0.01055978732984758,-0.07471752206269791,-0.03182456747360442,-0.026383187534323616
-0.4247324958834484,-0.11854013355265616,0.24608345400275078,-0.15759671037483725,0.008874350458923291,0.0024233060367798848,0.032742312354194614,-0.03895509910177381,-0.012446590280971483,0.05900748461022995
-0.3335400336064021,-0.2169509932008933,0.27240840329004284,-0.11492744640248431,0.005330399279941597,0.1537211034873944,0.09292452187258471,0.006256256926077973,-0.027204846784581266,0.04239341519074591
-0.4870891907436774,-0.40467819935793886,0.17388921043510758,0.22649213076154484,0.02180650986884664,0.020630261823599796,0.0974820692398022,0.11217787115457892,-0.05223316993681026,0.009679526804557775
-0.48887139605861163,-0.40732158077459335,0.1864755521167763,0.24292265102870325,0.05455631861407022,0.02986280083093703,0.09921622385242519,0.06366745831687334,-0.06518631894253549,0.011765134435121533
-0.5360404044204801,-0.4139037818347636,0.21282677395805394,0.262478192017469,0.07099654638759173,0.035527248316147106,0.10352892647159727,0.06529668424779375,-0.06426208510300746,0.01334672135593648
-0.4183957569932306,-0.4214062975241312,0.20775519110224322,0.2947905889242095,0.21535412238865026,0.053754488760042934,0.09883466855376163,-0.20360157566875547,-0.16875408284188087,-0.007641963825479436
-0.31897078891736463,-0.20078918010774827,0.2572573293706096,-0.12387506442738372,-0.027306724750818814,0.14956362974050041,0.08894180465527829,0.03429396537390302,-0.024840178933877036,0.06937505378045199
-0.43989692055608537,-0.4213039925405474,0.15055288855584298,0.16739580192227635,-0.013584552762063887,0.02823682420383483,0.09762206333840993,0.1319035660876032,-0.03818530321596423,0.008612293159539264
-0.4703785124979166,-0.4034475493827966,0.16309846291571037,0.19998223724473785,0.009466677550539673,0.033022839292088414,0.11091949512728938,0.10603427944029026,-0.042750066118912994,0.009290670244176125
-0.29111071478106676,-0.17828804333895396,0.3191735119072886,-0.14563205078534022,-0.014046111829721666,0.12075233970712798,0.08548306669577306,0.010565128290808669,-0.020914037666841627,0.06016844206828684
-0.3846361673063433,-0.3178382154819438,0.04423379402143096,-0.1088426576387164,-0.04160140216860567,0.2205508617678122,0.12193400260011049,0.1327823012847028,0.00394261111773106,0.0777587985071765
-0.40306571065254565,-0.4145870376997949,0.13015510602828062,0.1466195066822959,-0.06154001438029315,0.02990677730281939,0.09654884383480361,0.18383361056857142,-0.01392517972499286,0.0038354806358466
-0.2535170632783186,-0.20720573075241552,0.3233290195800886,-0.13840786874721375,0.02827196600276994,0.08191915162243044,0.07583987382482642,0.018005748064733977,-0.0013686707735774614,0.057618680389595986
-0.22601945293348913,-0.22580804297408502,0.2849093585242748,-0.16351694707374775,0.026907821393249258,0.10275509041179254,0.10291635600350155,0.009700931881213626,0.013520117047275827,0.05698455375593982
-0.363614049893849,-0.39777745560179184,0.10114182795067495,0.08979876486519894,-0.11291316891849898,0.06179052095652082,0.13935017572925837,0.20306561389162203,0.022282166448536332,-0.0046141739833679835
-0.19818528238844096,-0.16424566016955833,0.3080402655032954,-0.10577502360859534,0.042142060201956856,0.09129107155343186,0.11889542287847737,-0.016712011108499028,0.04560053373895617,0.028704538111375216
-0.18786620699702833,-0.0541765276542657,0.42959840238243124,-0.1340626502393246,0.05938723924836032,0.08483514192354105,0.09912747688109111,0.012884905704207038,0.02365742837901591,0.018414535062990622
-0.19028044355235804,-0.01891136905915819,0.48249998715999015,-0.16022362907968152,0.05920317552036162,0.04468411783228102,0.06291366016811534,0.07390701715959527,0.05091013952744705,0.0044482921070917725
-0.2977942935317135,-0.49168943124590886,0.14213020350911515,0.15092418173784905,-0.02542844504949295,0.007964207234938951,0.02130980432041421,0.13676124019429217,-0.055760396669389804,-0.007666461314842582
-0.27863877432567474,-0.490622217545251,0.14333991245466618,0.1627389923759785,-0.001700087016121312,0.0094479544867902,0.021475606109491202,0.10043333632920226,-0.0590339645530701,-0.009520819637321404
-0.28902733460754604,-0.5354456832302781,0.18715837691421608,0.21657335157073726,0.045322823513243314,-0.000530040279592206,-0.02509518290810897,0.055129366969799996,-0.13154662776233245,-0.002717541732153189
-0.17190554498862218,0.07634483054675459,0.5647791811624174,-0.16718032166536462,0.054495250573174496,0.044775761182429694,0.04271586602585025,0.08743817892544437,0.03257013444382074,0.0050709688932661645
-0.13903367922102078,0.06613710352347654,0.524735977685332,-0.13913156441062008,0.06319839220552323,0.07563872981683277,0.0576080303542017,0.04515011703978507,0.016072260328231093,-0.008614660815490949
-0.25462853600802876,-0.5133737587663989,0.12947575922725518,0.14149684908899485,-0.0029690673915752225,-0.006840620027957586,-0.03496671044723407,0.08894011271338306,-0.09079068149575667,-0.0033906170648596856
-0.1298502312989544,0.19891672110465292,0.44458367190861575,-0.10562681578321337,0.09581856987244153,0.06017348996119283,0.05748642872249664,-0.05380281487333584,-0.014735827533786699,-0.011902957397219138
-0.2042206915028579,-0.4897064977076643,0.08881973318557954,0.09179057670846419,-0.00885603906698177,0.013150640404500036,-0.01795495958359647,0.039959872615119664,-0.10014890754993025,-0.006290453461278288
-0.1744034064494797,-0.4914493610362412,0.07959641795065941,0.06184214288795338,-0.04744969570268507,0.04024544565119849,0.01651837326560268,0.03284082478237527,-0.10529957129403991,-0.0072090879062668214
-0.1422454401589806,0.31319378729196745,0.34548549421259317,-0.21139396043166248,0.21941018082004965,-0.06627480217566152,-0.012358169867626688,-0.1532682363557898,-0.01944016263828045,0.004304044778888599
-0.08784582123730278,-0.4029786986466235,-0.015371813379145866,-0.011162976146600367,-0.03893110628359517,0.04048847519504699,0.05854672156849146,0.010241511732748199,-0.03276629451820394,-0.014317540222487705
-0.12918615149983714,0.12158830560800268,0.0535105127554436,-0.242764534453844,0.2009080158538034,0.045106625130012235,0.038762748839502606,-0.09688685565092976,-0.04508681232946475,0.02849318809984204
-0.04450604865082343,-0.42159890757301977,-0.012755209905452758,-0.021195150810596752,-0.04509563700060387,0.06344366550978078,0.07920350654339792,-0.04754821119987777,-0.07488094822071065,-0.014045731385315615
-0.09743398832501393,0.13633626854332706,0.09678538496282121,-0.2601843305379388,0.20957955372862844,0.022913771975192683,0.034300059279763616,-0.11732380411662635,-0.04611672217464618,0.02572714994685457
-0.02050071196945827,-0.3964462643771449,-0.06371176529373063,-0.05731931557121865,-0.03816710123947467,0.024570838980304974,0.07112575991319255,-0.05315067379583624,-0.06148362150367162,-0.013131247498698671
0.004730561027849876,-0.43378661405385727,-0.037799018081216496,-0.04495402737922663,-0.05423123849934752,0.03801267157663181,0.07502172754796571,-0.052617059117129814,-0.0867765014064272,-0.01704797343696657
0.002236169099736271,0.0003108132938403618,0.12632101239023477,-0.21990414986748405,0.20027032522546975,0.06551198993138821,0.06526067785074881,-0.074770902096498,0.0016574127024628835,0.01783149384738572
-0.033373022483381136,-0.33210916876246965,-0.15120913240649939,-0.10289727285156232,-0.015435007078332664,-0.06534758602440371,0.02755817270202228,-0.00619261973535206,-0.008604594449460308,-0.007264730732075612
0.30218935608674835,-0.5993440924823681,-0.03489140117320849,-0.04969723481893881,-0.04067914850545101,-0.035753855256749095,-0.1346263801093243,-0.0010198184824326759,-0.01074288899367206,0.02296781468359954
0.295941141702073,-0.604418347101456,-0.03306980356366793,-0.053116856218517014,-0.0345239467128359,-0.04408073746879579,-0.13081034079891796,0.010009155986175015,-0.006354283913517264,0.021717037170709497
0.29130927205016743,-0.6469664120009286,0.0021371321272464494,-0.03817982792643779,-0.035762508914162425,-0.04137323043139873,-0.129322400610813,0.02868620787540823,-0.028763398292329705,0.02058254227042297
0.04257066803386161,-0.05705998653620964,0.16600933512734967,-0.19613015386994356,0.19748096211140045,0.061159440620071635,0.05657377792060024,-0.03079588850411935,0.04852340837458075,0.012506843124677508
0.07802109361727658,-0.08488909913123593,0.1639125207045607,-0.21712014980681393,0.21256637862757005,0.05143373414441739,0.047924629045514,-0.04121990373704573,0.05051889426227578,0.014258139905068343
0.05362524427010443,-0.23219848648916094,-0.046284116505753356,-0.17484724894060316,-0.057415948083546726,-0.1093321434341398,0.05018540221461465,0.007827809423104796,0.02762530784496232,-0.029862122374068815
0.3245506899584373,-0.5242192347697503,-0.021318927823695655,0.0846215539472508,0.019418366478158255,-0.040744170569806434,-0.137797238052323,-0.00031671202776024227,-0.009376064846664964,-0.007900386213156363
0.3415221659123287,-0.523399170367578,-0.06348967483170284,-0.051211344018763955,-0.04467183495617115,0.0044619193510947175,-0.08049448578968468,0.022900343779074447,0.05073605442167309,-0.002808532055814328
0.3356795021089533,-0.5596732334129537,-0.04731875843103428,-0.05673263908726872,-0.017613952135247787,-0.008682544248085067,-0.10990854380859942,0.018730453030961193,0.051070760908376645,0.0030927684852772863
0.3239725288360239,-0.5866718238355633,-0.03534180910493759,-0.03457989093172534,-0.01573519957061005,-0.03662345730653345,-0.1317882854231608,0.0019159765303881082,0.02553297078052614,0.014248293475513485
0.3180919903910676,-0.6016192962710174,-0.029374447988355534,-0.028803561609493364,-0.01855129066830903,-0.04388018971961202,-0.1401345847414059,-0.014640085752614544,0.0007460063332914782,0.019747099887889474
0.3208107574979222,-0.6415418328266054,0.0042322218043127635,-0.022913139443315522,-0.007873970801501803,-0.030794109348002613,-0.12259411759565464,-0.01680639509810988,-0.036240202500019504,0.014779577179208941
0.34984920595051594,-0.648934332443213,-0.0033684136704680567,-0.045974019453166926,0.02968335315023904,-0.026963705382603786,-0.1317439702974209,-0.045565499258553174,-0.0627479820346647,0.012745388804701496
0.34424670732606405,-0.6218734104422603,-0.008582586458325853,-0.02313624816714209,0.034477613080013764,-0.022511504773437108,-0.13881013932336042,-0.051820507836631745,-0.10001566772135675,0.013405115930345518
